Title,Metadata.Genres,Metadata.Publishers,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,Release.Year
Dragon Ball Z: Harukanaru Densetsu,Strategy,Atari,57,0.2,1225.003,Nintendo DS,2007
Touch the Dead,Action,,56,0.2,1388.883,Nintendo DS,2007
The Darkness,Action,2K,80,0.2,1225.003,PlayStation 3,2007
Donkey Kong Barrel Blast,Racing / Driving,Nintendo,46,0.19,2454.103,Nintendo Wii,2007
The BIGS,"Action,Simulation,Sports",2K,79,0.19,1061.123,X360,2007
Armored Core 4,Action,Sega,65,0.19,1470.823,X360,2007
Etrian Odyssey,Role-Playing (RPG),Nintendo,75,0.19,2044.403,Nintendo DS,2007
Ben 10: Protector of the Earth,Action,,60,0.19,1388.883,Sony PSP,2007
Tom Clancy's Splinter Cell: Double Agent,"Action,Strategy",Ubisoft,78,0.19,1880.523,PlayStation 3,2007
Looney Tunes: Acme Arsenal,Action,,27,0.19,1225.003,Nintendo Wii,2007
Zack & Wiki: Quest for Barbaros' Treasure,Adventure,Capcom,87,0.19,1470.823,Nintendo Wii,2007
Monster Jam,Sports,Activision,43,0.18,1470.823,X360,2007
Virtua Fighter 5,Action,Sega,89,0.18,1470.823,X360,2007
Lunar Knights,Action,Konami,82,0.18,1388.883,Nintendo DS,2007
Enchanted Arms,Role-Playing (RPG),Ubisoft,64,0.18,1470.823,PlayStation 3,2007
F.E.A.R.: First Encounter Assault Recon,Action,,72,0.18,1470.823,PlayStation 3,2007
Folklore,"Action,Role-Playing (RPG)",Sony,75,0.18,2044.403,PlayStation 3,2007
Juiced 2: Hot Import Nights,Racing / Driving,THQ,71,0.18,1470.823,PlayStation 3,2007
The Elder Scrolls IV: Shivering Isles,"Action,Role-Playing (RPG)",,86,0.18,2044.403,X360,2007
NHL 08,Sports,EA,86,0.17,815.303,PlayStation 3,2007
NCAA 07 March Madness,Sports,EA,67,0.17,651.423,X360,2007
Rayman Raving Rabbids,Action,Ubisoft,67,0.17,1388.883,X360,2007
Viva Pi$?ata: Party Animals,Racing / Driving,Microsoft,56,0.17,1225.003,X360,2007
Warriors Orochi,"Action,Role-Playing (RPG)",,53,0.17,1634.703,X360,2007
Luminous Arc,"Role-Playing (RPG),Strategy",,70,0.17,2044.403,Nintendo DS,2007
Picross DS,Strategy,Nintendo,83,0.17,1470.823,Nintendo DS,2007
Harry Potter and the Order of the Phoenix,Action,EA,67,0.17,1470.823,PlayStation 3,2007
College Hoops 2K7,Sports,2K,81,0.16,569.483,PlayStation 3,2007
The BIGS,"Action,Simulation,Sports",2K,80,0.16,1880.523,PlayStation 3,2007
Stuntman: Ignition,"Action,Racing / Driving",THQ,76,0.16,1388.883,PlayStation 3,2007
Mortal Kombat: Armageddon,"Action,Racing / Driving",Midway,71,0.16,2044.403,Nintendo Wii,2007
Def Jam: Icon,Action,EA,68,0.16,1388.883,PlayStation 3,2007
Soulcalibur Legends,Action,Namco,52,0.16,1388.883,Nintendo Wii,2007
Surf's Up,Sports,Ubisoft,64,0.16,1388.883,Nintendo Wii,2007
Planet Puzzle League,Strategy,Nintendo,86,0.16,1470.823,Nintendo DS,2007
DiRT,"Racing / Driving,Simulation,Sports",,83,0.16,1470.823,PlayStation 3,2007
TMNT,Action,Ubisoft,60,0.16,1470.823,Nintendo Wii,2007
Soldier of Fortune: Payback,Action,Activision,50,0.16,1143.063,X360,2007
Dynasty Warriors: Gundam,Action,Namco,60,0.15,1880.523,PlayStation 3,2007
Disney Pirates of the Caribbean: At World's End,Action,Disney,55,0.15,1225.003,PlayStation 3,2007
Bee Movie Game,Action,Activision,71,0.15,1061.123,X360,2007
Dynasty Warriors: Gundam,Action,Namco,55,0.15,1880.523,X360,2007
Golden Axe,Action,Sega,45,0.15,1225.003,X360,2007
Dementium: The Ward,Action,,72,0.15,1470.823,Nintendo DS,2007
Rondo of Swords,"Role-Playing (RPG),Strategy",,69,0.15,1634.703,Nintendo DS,2007
Disgaea: Afternoon of Darkness,"Role-Playing (RPG),Strategy",,87,0.15,1470.823,Sony PSP,2007
NASCAR 08,"Racing / Driving,Sports",EA,57,0.15,1225.003,PlayStation 3,2007
Dragon Quest Swords: The Masked Queen and the T...,Action,SquareEnix,65,0.15,1388.883,Nintendo Wii,2007
Call of Juarez,Action,Ubisoft,71,0.15,1225.003,X360,2007
College Hoops 2K8,Sports,2K,81,0.15,815.303,X360,2007
Eternal Sonata,Role-Playing (RPG),Namco,79,0.15,2290.223,X360,2007
Kingdom Under Fire: Circle of Doom,"Action,Role-Playing (RPG)",Microsoft,55,0.15,1225.003,X360,2007
Vampire Rain,Action,Microsoft,38,0.15,979.183,X360,2007
All-Pro Football 2K8,Sports,2K,73,0.14,815.303,PlayStation 3,2007
Mercury Meltdown,Strategy,,77,0.14,1061.123,Nintendo Wii,2007
Conan,"Action,Adventure",THQ,69,0.14,1470.823,PlayStation 3,2007
Godzilla: Unleashed,Action,Atari,44,0.14,2044.403,Nintendo Wii,2007
NBA Live 08,Sports,EA,52,0.14,1225.003,Nintendo Wii,2007
Conan,"Action,Adventure",THQ,69,0.14,1225.003,X360,2007
Spider-Man: Friend or Foe,Action,Activision,59,0.13,1470.823,Nintendo Wii,2007
College Hoops 2K8,Sports,2K,82,0.12,1061.123,PlayStation 3,2007
NBA 08,Sports,Sony,63,0.12,815.303,PlayStation 3,2007
Thrillville: Off the Rails,"Simulation,Strategy",,73,0.12,1470.823,X360,2007
Geometry Wars: Galaxies,Action,,79,0.12,1225.003,Nintendo DS,2007
Rayman Raving Rabbids,Action,Ubisoft,56,0.12,1470.823,Nintendo DS,2007
WordJong,Strategy,,77,0.12,1470.823,Nintendo DS,2007
"Warhammer 40,000: Squad Command",Strategy,THQ,67,0.12,1470.823,Sony PSP,2007
Beowulf: The Game,Action,Ubisoft,51,0.12,1061.123,PlayStation 3,2007
The Golden Compass,Action,Sega,40,0.12,1061.123,PlayStation 3,2007
Scarface: The World is Yours,"Action,Racing / Driving",,71,0.12,1880.523,Nintendo Wii,2007
Hot Wheels: Beat That!,"Action,Racing / Driving",Activision,43,0.12,1634.703,X360,2007
NHL 2K8 ,Sports,2K,71,0.12,569.483,X360,2007
NBA Street Homecourt,Sports,EA,81,0.11,1225.003,PlayStation 3,2007
Geometry Wars: Galaxies,Action,,80,0.11,1388.883,Nintendo Wii,2007
Final Fantasy: Crystal Chronicles - Echoes of Time,Action,SquareEnix,75,0.11,2044.403,Nintendo DS,2007
Godzilla Unleashed: Double Smash,Action,Atari,28,0.11,1470.823,Nintendo DS,2007
MX vs. ATV Untamed,Racing / Driving,THQ,61,0.11,1470.823,Nintendo DS,2007
WWE SmackDown vs. Raw 2008,Sports,THQ,61,0.11,1225.003,Nintendo DS,2007
The BIGS,"Action,Simulation,Sports",2K,72,0.11,1388.883,Sony PSP,2007
Brave Story: New Traveler,Role-Playing (RPG),,76,0.11,1470.823,Sony PSP,2007
WipEout Pulse,"Action,Racing / Driving",Sony,82,0.11,1388.883,Sony PSP,2007
TimeShift,Action,,70,0.11,1388.883,PlayStation 3,2007
Star Trek: Conquest,"Action,Strategy",,49,0.11,2290.223,Nintendo Wii,2007
Beautiful Katamari,Action,Namco,73,0.11,1470.823,X360,2007
Hour of Victory,Action,Midway,37,0.11,1061.123,X360,2007
Fantastic Four: Rise of the Silver Surfer,Action,2K,47,0.1,1225.003,PlayStation 3,2007
SEGA Rally Revo,"Racing / Driving,Simulation",Sega,77,0.1,1225.003,X360,2007
7 Wonders of the Ancient World,Strategy,,60,0.1,1470.823,Nintendo DS,2007
Draglade,Action,,71,0.1,1388.883,Nintendo DS,2007
Final Fantasy Fables: Chocobo Tales,Action,SquareEnix,75,0.1,1470.823,Nintendo DS,2007
Marvel Trading Card Game,Strategy,Konami,61,0.1,1388.883,Nintendo DS,2007
Crazy Taxi: Fare Wars,"Action,Racing / Driving",Sega,64,0.1,1470.823,Sony PSP,2007
The Golden Compass,Action,Sega,28,0.1,1225.003,Sony PSP,2007
Harry Potter and the Order of the Phoenix,Action,EA,52,0.1,1388.883,Sony PSP,2007
Bladestorm: The Hundred Years' War,"Action,Role-Playing (RPG),Strategy",,58,0.1,3683.203,PlayStation 3,2007
Surf's Up,Sports,Ubisoft,61,0.09,1470.823,X360,2007
Blazing Angels 2: Secret Missions of WWII,Action,Ubisoft,72,0.09,1388.883,X360,2007
InuYasha: Secret of the Divine Jewel,Role-Playing (RPG),Namco,46,0.09,2044.403,Nintendo DS,2007
The Settlers,Strategy,Ubisoft,39,0.09,1470.823,Nintendo DS,2007
Shrek the Third,Action,Activision,57,0.09,1880.523,Sony PSP,2007
Ratatouille,Action,THQ,55,0.09,1470.823,PlayStation 3,2007
Soldier of Fortune: Payback,Action,Activision,50,0.09,1225.003,PlayStation 3,2007
Heatseeker,Action,,62,0.09,1470.823,Nintendo Wii,2007
NHL 2K8,Sports,,74,0.08,815.303,PlayStation 3,2007
NCAA March Madness 08,Sports,EA,67,0.08,1061.123,PlayStation 3,2007
Fantastic Four: Rise of the Silver Surfer,Action,2K,45,0.08,1225.003,X360,2007
Monster Madness: Battle for Suburbia,Action,,55,0.08,1225.003,X360,2007
Pro Evolution Soccer 2008,Sports,Konami,76,0.08,1225.003,X360,2007
Blazing Angels 2: Secret Missions of WWII,Action,Ubisoft,70,0.08,1880.523,PlayStation 3,2007
Cake Mania,Action,,55,0.08,1388.883,Nintendo DS,2007
River King: Mystic Valley,"Adventure,Simulation,Sports",,54,0.08,2044.403,Nintendo DS,2007
Touch Detective 2 1/2,Adventure,,67,0.08,1225.003,Nintendo DS,2007
7 Wonders of the Ancient World,Strategy,,51,0.08,1470.823,Sony PSP,2007
Brooktown High,Simulation,Konami,51,0.08,1388.883,Sony PSP,2007
Crush,Action,Sega,83,0.08,1388.883,Sony PSP,2007
Jackass: The Game,Action,,58,0.08,1470.823,Sony PSP,2007
The Sims 2: Castaway,Simulation,EA,64,0.08,1470.823,Sony PSP,2007
Test Drive Unlimited,Racing / Driving,Atari,80,0.08,1470.823,Sony PSP,2007
Thrillville: Off the Rails,"Simulation,Strategy",,72,0.08,1388.883,Sony PSP,2007
Victorious Boxers: Revolution,"Action,Simulation,Sports",Ubisoft,59,0.08,2044.403,Nintendo Wii,2007
Bladestorm: The Hundred Years' War,"Action,Role-Playing (RPG),Strategy",,63,0.08,2863.803,X360,2007
Looney Tunes: Acme Arsenal,Action,,40,0.07,1470.823,X360,2007
SEGA Rally Revo,"Racing / Driving,Simulation",Sega,75,0.07,1388.883,PlayStation 3,2007
Death Jr. and the Science Fair of Doom,Action,Konami,47,0.07,1061.123,Nintendo DS,2007
Indianapolis 500 Legends,Racing / Driving,,51,0.07,1388.883,Nintendo DS,2007
Worms: Open Warfare 2,"Action,Strategy",THQ,81,0.07,1470.823,Nintendo DS,2007
Alien Syndrome,Action,Sega,51,0.07,1061.123,Sony PSP,2007
BlackSite: Area 51,Action,Midway,56,0.07,1470.823,PlayStation 3,2007
Code Lyoko: Quest for Infinity,Action,,58,0.07,1470.823,Nintendo Wii,2007
Super Swing Golf Season 2,Sports,,70,0.07,1634.703,Nintendo Wii,2007
FlatOut: Ultimate Carnage,Racing / Driving,,80,0.07,1388.883,X360,2007
Zoids Assault,"Role-Playing (RPG),Strategy",,46,0.07,1470.823,X360,2007
Alien Syndrome,Action,Sega,48,0.06,1061.123,Nintendo Wii,2007
Tetris Evolution,Strategy,THQ,52,0.06,1470.823,X360,2007
Heroes of Mana,Strategy,SquareEnix,66,0.06,2044.403,Nintendo DS,2007
Myst,Adventure,Midway,43,0.06,2044.403,Nintendo DS,2007
Coded Arms: Contagion,Action,Konami,56,0.06,1225.003,Sony PSP,2007
King of Clubs,Sports,,35,0.06,1225.003,Nintendo Wii,2007
F.E.A.R. Files,Action,,66,0.06,1470.823,X360,2007
Ontamarama,Action,,71,0.05,1470.823,Nintendo DS,2007
Retro Game Challenge,"Action,Racing / Driving,Role-Playing (RPG)",Namco,77,0.05,1470.823,Nintendo DS,2007
Ultimate Mortal Kombat 3,Action,Midway,73,0.05,1962.463,Nintendo DS,2007
"Warhammer 40,000: Squad Command",Strategy,THQ,57,0.05,1470.823,Nintendo DS,2007
Juiced 2: Hot Import Nights,Racing / Driving,THQ,73,0.05,1388.883,Sony PSP,2007
Pursuit Force: Extreme Justice,"Action,Racing / Driving",Sony,73,0.05,1225.003,Sony PSP,2007
Medal of Honor: Vanguard,Action,EA,56,0.05,1470.823,Nintendo Wii,2007
World Series of Poker 2008: Battle for the Brac...,Simulation,Activision,74,0.05,1634.703,X360,2007
Pro Evolution Soccer 2008,Sports,Konami,74,0.04,1470.823,PlayStation 3,2007
Worms: Open Warfare 2,"Action,Strategy",THQ,80,0.04,1470.823,Sony PSP,2007
Surf's Up,Sports,Ubisoft,59,0.04,1470.823,PlayStation 3,2007
Fantastic Four: Rise of the Silver Surfer,Action,2K,39,0.04,1061.123,Nintendo Wii,2007
Brothers in Arms DS,Action,Ubisoft,72,0.04,1470.823,Nintendo DS,2007
Bubble Bobble Double Shot,Action,,50,0.04,1470.823,Nintendo DS,2007
Fantastic Four: Rise of the Silver Surfer,Action,2K,35,0.04,1225.003,Nintendo DS,2007
Zendoku,"Role-Playing (RPG),Strategy",Eidos,68,0.04,1388.883,Nintendo DS,2007
Heatseeker,Action,,49,0.04,1061.123,Sony PSP,2007
Manhunt 2,Action,Rockstar,69,0.04,651.423,Sony PSP,2007
SWAT: Target Liberty,"Action,Strategy",,50,0.04,1061.123,Sony PSP,2007
Anubis II,Action,,19,0.04,815.303,Nintendo Wii,2007
Barnyard,"Action,Adventure",THQ,65,0.04,1470.823,Nintendo Wii,2007
Escape from Bug Island,Action,Eidos,37,0.04,1225.003,Nintendo Wii,2007
Octomania,"Action,Strategy",,66,0.04,1225.003,Nintendo Wii,2007
Cabela's Big Game Hunter,"Simulation,Sports",Activision,51,0.04,1634.703,X360,2007
UEFA Champions League 2006-2007,Sports,EA,72,0.03,569.483,X360,2007
Aliens Vs Predator: Requiem,Action,,49,0.03,1470.823,Sony PSP,2007
NBA 08,Sports,Sony,75,0.03,651.423,Sony PSP,2007
Guilty Gear XX ? Core,Action,,75,0.03,2044.403,Nintendo Wii,2007
Arkanoid DS,Strategy,SquareEnix,61,0.03,1388.883,Nintendo DS,2007
Code Lyoko,"Action,Adventure",,63,0.03,979.183,Nintendo DS,2007
Dynasty Warriors DS: Fighter's Battle,"Action,Strategy",,56,0.03,1225.003,Nintendo DS,2007
Orcs & Elves,"Action,Role-Playing (RPG)",EA,68,0.03,1225.003,Nintendo DS,2007
Prism: Light the Way,"Action,Strategy",Eidos,73,0.03,1388.883,Nintendo DS,2007
Dead Head Fred,Action,,75,0.03,1061.123,Sony PSP,2007
Hot Pixel,Action,Atari,55,0.03,733.363,Sony PSP,2007
The Legend of Heroes III: Song of the Ocean,Role-Playing (RPG),Namco,58,0.03,1470.823,Sony PSP,2007
SEGA Rally Revo,"Racing / Driving,Simulation",Sega,74,0.03,1388.883,Sony PSP,2007
Bionicle Heroes,Action,Eidos,52,0.03,1470.823,Nintendo Wii,2007
Burnout Dominator,"Action,Racing / Driving",EA,76,0.02,1470.823,Sony PSP,2007
Samurai Warriors 2: Empires,"Action,Role-Playing (RPG),Strategy",,53,0.02,1634.703,X360,2007
Meteos: Disney Magic,Strategy,Disney,74,0.02,1061.123,Nintendo DS,2007
Turn It Around,"Racing / Driving,Sports",,39,0.02,815.303,Nintendo DS,2007
Cube,Strategy,,60,0.02,1470.823,Sony PSP,2007
Dragoneer's Aria,Role-Playing (RPG),,56,0.02,2044.403,Sony PSP,2007
The Fast and the Furious,Racing / Driving,Namco,58,0.02,1880.523,Sony PSP,2007
R-Type Command,Strategy,,69,0.02,1225.003,Sony PSP,2007
Virtua Tennis 3,Sports,Sega,79,0.02,1388.883,Sony PSP,2007
Virtua Tennis 3,Sports,Sega,80,0.01,1225.003,X360,2007
Front Mission,Strategy,SquareEnix,72,0.01,1470.823,Nintendo DS,2007
Lost in Blue 2,Role-Playing (RPG),Konami,58,0.01,1470.823,Nintendo DS,2007
Nervous Brickdown,Action,,70,0.01,1470.823,Nintendo DS,2007
Sea Monsters: A Prehistoric Adventure,"Action,Educational",,43,0.01,1143.063,Nintendo DS,2007
After Burner: Black Falcon,Action,Sega,73,0.01,1634.703,Sony PSP,2007
Capcom Puzzle World,Strategy,Capcom,65,0.01,1634.703,Sony PSP,2007
Puzzle Quest: Challenge of the Warlords,"Role-Playing (RPG),Strategy",,84,0.01,1470.823,Sony PSP,2007
Smash Court Tennis 3,Sports,Namco,68,0.01,1634.703,Sony PSP,2007
UEFA Champions League 2006-2007,Sports,EA,71,0.01,1225.003,Sony PSP,2007
Driver: Parallel Lines,"Action,Racing / Driving",Ubisoft,59,0.01,2044.403,Nintendo Wii,2007
Mario Kart Wii,Racing / Driving,Nintendo,82,12.39,2454.103,Nintendo Wii,2008
Grand Theft Auto IV,"Action,Racing / Driving",Rockstar,98,5.76,2044.403,X360,2008
Super Smash Bros.: Brawl,Action,Nintendo,93,5.71,3273.503,Nintendo Wii,2008
Call of Duty: World at War,Action,Activision,84,4.58,2454.103,X360,2008
Grand Theft Auto IV,"Action,Racing / Driving",Rockstar,98,3.91,2044.403,PlayStation 3,2008
Gears of War 2,Action,Microsoft,93,3.9,2044.403,X360,2008
Pokmon: Platinum Version,"Adventure,Role-Playing (RPG)",Nintendo,83,2.86,2290.223,Nintendo DS,2008
Metal Gear Solid 4: Guns of the Patriots,Action,Konami,94,2.58,1880.523,PlayStation 3,2008
Fable II,Role-Playing (RPG),Microsoft,89,2.55,1470.823,X360,2008
Call of Duty: World at War,Action,Activision,85,2.53,2454.103,PlayStation 3,2008
Guitar Hero: World Tour,"Action,Simulation",Activision,86,2.47,1470.823,Nintendo Wii,2008
LittleBigPlanet,Action,Sony,95,2.46,2044.403,PlayStation 3,2008
Fallout 3,"Action,Role-Playing (RPG)",,93,2.44,1470.823,X360,2008
LEGO Indiana Jones: The Original Adventures,Action,,77,2.42,815.303,X360,2008
Left 4 Dead,Action,,89,2.39,1634.703,X360,2008
Madden NFL 09,Sports,EA,83,2.33,1225.003,X360,2008
Guitar Hero: On Tour,"Action,Simulation",Activision,71,2.22,1225.003,Nintendo DS,2008
Kung Fu Panda,Action,Activision,75,2.04,815.303,X360,2008
Rock Band 2,"Action,Simulation",,92,1.85,1634.703,X360,2008
Sega Superstars Tennis,Sports,Sega,67,1.84,815.303,X360,2008
Guitar Hero: World Tour,"Action,Simulation",Activision,85,1.78,1388.883,X360,2008
Animal Crossing: City Folk,Simulation,Nintendo,73,1.78,2454.103,Nintendo Wii,2008
Mario & Sonic at the Olympic Games,"Action,Sports","Nintendo,Sega",70,1.74,2044.403,Nintendo DS,2008
Madden NFL 09,Sports,EA,85,1.66,1225.003,PlayStation 3,2008
LEGO Batman: The Videogame,Action,,76,1.64,1225.003,X360,2008
Tom Clancy's Rainbow Six: Vegas 2,Action,Ubisoft,82,1.61,1388.883,X360,2008
Kirby Super Star Ultra,Action,Nintendo,76,1.6,2044.403,Nintendo DS,2008
Star Wars: The Force Unleashed,Action,,73,1.59,1388.883,X360,2008
God of War: Chains of Olympus,Action,Sony,91,1.54,1470.823,Sony PSP,2008
Fallout 3,"Action,Role-Playing (RPG)",,90,1.48,1470.823,PlayStation 3,2008
Pure,"Racing / Driving,Sports",Disney,85,1.43,1061.123,X360,2008
LEGO Indiana Jones: The Original Adventures,Action,,78,1.42,1388.883,Nintendo Wii,2008
Rock Band,"Action,Simulation",,92,1.4,1470.823,Nintendo Wii,2008
LEGO Batman: The Videogame,"Action,Racing / Driving",,72,1.39,1470.823,Nintendo DS,2008
Saints Row 2,"Action,Racing / Driving",THQ,81,1.39,1470.823,X360,2008
LEGO Batman: The Videogame,Action,,74,1.32,1470.823,Nintendo Wii,2008
Call of Duty: World at War,Action,Activision,83,1.17,2454.103,Nintendo Wii,2008
Midnight Club: Los Angeles,Racing / Driving,Rockstar,81,1.15,1880.523,X360,2008
Mortal Kombat vs. DC Universe,Action,Midway,76,1.13,2044.403,PlayStation 3,2008
Army of Two,Action,EA,72,1.12,1388.883,X360,2008
Resistance 2,Action,Sony,87,1.11,2044.403,PlayStation 3,2008
Rock Band 2,"Action,Simulation",,91,1.11,2044.403,PlayStation 3,2008
Midnight Club: Los Angeles,Racing / Driving,Rockstar,82,1.09,1880.523,PlayStation 3,2008
Sonic Unleashed,Action,Sega,66,1.09,1470.823,Nintendo Wii,2008
NBA 2K9 ,Sports,2K,84,1.07,1061.123,X360,2008
Guitar Hero: World Tour,"Action,Simulation",Activision,84,1.04,1470.823,PlayStation 3,2008
Guitar Hero: Aerosmith,"Action,Simulation",Activision,73,1.03,1225.003,Nintendo Wii,2008
Star Wars: The Force Unleashed,Action,,71,1.01,1225.003,Nintendo Wii,2008
Burnout Paradise,"Action,Racing / Driving",EA,87,1.01,1470.823,PlayStation 3,2008
Pokmon Ranger: Shadows of Almia,"Action,Role-Playing (RPG)",Nintendo,68,0.99,2044.403,Nintendo DS,2008
Mortal Kombat vs. DC Universe,Action,Midway,72,0.98,2044.403,X360,2008
Dead Space,Action,EA,88,0.96,1470.823,PlayStation 3,2008
Shaun White Snowboarding: Road Trip,Sports,Ubisoft,78,0.95,1225.003,Nintendo Wii,2008
Star Wars: The Force Unleashed,Action,,71,0.92,1470.823,PlayStation 3,2008
Guitar Hero: Aerosmith,"Action,Simulation",Activision,70,0.91,815.303,X360,2008
SOCOM: U.S. Navy SEALs - Confrontation,Action,Sony,63,0.91,1388.883,PlayStation 3,2008
SoulCalibur IV,Action,Namco,85,0.87,1634.703,X360,2008
Battlefield: Bad Company,Action,EA,83,0.83,1388.883,X360,2008
Saints Row 2,"Action,Racing / Driving",THQ,82,0.81,1470.823,PlayStation 3,2008
Guitar Hero: On Tour - Decades,"Action,Simulation",Activision,72,0.8,1470.823,Nintendo DS,2008
Devil May Cry 4,Action,Capcom,84,0.8,1470.823,X360,2008
Mystery Case Files: MillionHeir,Adventure,Nintendo,65,0.76,1470.823,Nintendo DS,2008
Battlefield: Bad Company,Action,EA,84,0.76,1470.823,PlayStation 3,2008
Army of Two,Action,EA,74,0.75,1388.883,PlayStation 3,2008
Rayman Raving Rabbids TV Party,"Action,Racing / Driving,Sports,Strategy",Ubisoft,73,0.74,1470.823,Nintendo Wii,2008
The House of the Dead 2 & 3 Return,Action,Sega,66,0.74,1470.823,Nintendo Wii,2008
Far Cry 2,Action,Ubisoft,85,0.73,1634.703,X360,2008
Boom Blox,"Action,Strategy",EA,85,0.72,2044.403,Nintendo Wii,2008
Spore Creatures,"Adventure,Simulation",EA,65,0.7,1225.003,Nintendo DS,2008
Madden NFL 09,Sports,EA,68,0.68,1225.003,Sony PSP,2008
NCAA Football 09,Sports,EA,83,0.68,1225.003,X360,2008
MLB 08: The Show,Sports,Sony,85,0.67,1061.123,PlayStation 3,2008
Tom Clancy's Rainbow Six: Vegas 2,Action,Ubisoft,81,0.67,2044.403,PlayStation 3,2008
Mercenaries 2: World in Flames,Action,EA,72,0.66,1225.003,X360,2008
Need for Speed: Undercover,Racing / Driving,EA,64,0.66,1470.823,X360,2008
Guitar Hero: Aerosmith,"Action,Simulation",Activision,70,0.65,1225.003,PlayStation 3,2008
SoulCalibur IV,Action,"Namco,Ubisoft",85,0.65,1880.523,PlayStation 3,2008
Valkyria Chronicles,"Action,Role-Playing (RPG),Strategy",Sega,86,0.65,2044.403,PlayStation 3,2008
Harvest Moon: Tree of Tranquility,"Role-Playing (RPG),Simulation",,65,0.62,2863.803,Nintendo Wii,2008
Star Wars: The Clone Wars - Jedi Alliance,"Action,Adventure",,68,0.6,1470.823,Nintendo DS,2008
Need for Speed: Undercover,Racing / Driving,EA,59,0.59,1470.823,PlayStation 3,2008
Wario Land: Shake It!,Action,Nintendo,78,0.59,1634.703,Nintendo Wii,2008
NBA 2K9,Sports,2K,82,0.58,1225.003,PlayStation 3,2008
Major League Baseball 2K9,Sports,2K,64,0.58,1225.003,X360,2008
NCAA Football 09,Sports,EA,81,0.56,1225.003,PlayStation 3,2008
Kung Fu Panda,Action,Activision,71,0.56,1470.823,Nintendo DS,2008
Devil May Cry 4,Action,Capcom,84,0.56,1634.703,PlayStation 3,2008
Tom Clancy's EndWar,Strategy,Ubisoft,77,0.56,1388.883,X360,2008
LEGO Batman: The Videogame,Action,,73,0.54,1470.823,Sony PSP,2008
BioShock,Action,2K,94,0.53,1470.823,PlayStation 3,2008
Bully: Scholarship Edition,"Action,Adventure",Rockstar,80,0.53,1470.823,X360,2008
Prince of Persia,Action,Ubisoft,81,0.53,1388.883,X360,2008
Kung Fu Panda,Action,Activision,70,0.52,1388.883,Nintendo Wii,2008
Sonic Chronicles: The Dark Brotherhood,"Action,Role-Playing (RPG)",Sega,74,0.52,1470.823,Nintendo DS,2008
Chrono Trigger,Role-Playing (RPG),SquareEnix,92,0.51,1470.823,Nintendo DS,2008
Tomb Raider: Underworld,Action,Eidos,76,0.51,1470.823,X360,2008
skate it,"Action,Sports",EA,70,0.5,3273.503,Nintendo Wii,2008
The Legendary Starfy,"Action,Adventure",Nintendo,75,0.5,2044.403,Nintendo DS,2008
Mirror's Edge,Action,EA,79,0.5,1225.003,X360,2008
Haze,Action,Ubisoft,55,0.49,1061.123,PlayStation 3,2008
Dissidia: Final Fantasy,"Action,Role-Playing (RPG)",SquareEnix,79,0.49,1470.823,Sony PSP,2008
Sid Meier's Civilization: Revolution,Strategy,2K,84,0.49,2044.403,X360,2008
Wall-E,Action,THQ,51,0.48,1470.823,Nintendo Wii,2008
Prince of Persia,Action,Ubisoft,85,0.48,1470.823,PlayStation 3,2008
NHL 09 ,Sports,EA,88,0.48,1225.003,X360,2008
Brothers in Arms: Hell's Highway,Action,Ubisoft,76,0.47,1470.823,X360,2008
Shaun White Snowboarding,Sports,Ubisoft,60,0.47,1225.003,X360,2008
Turok,Action,,69,0.47,1225.003,X360,2008
Iron Man,Action,Sega,44,0.46,1388.883,Sony PSP,2008
De Blob,Action,THQ,82,0.45,1388.883,Nintendo Wii,2008
Sonic Riders: Zero Gravity,Racing / Driving,Sega,56,0.45,1388.883,Nintendo Wii,2008
Rhythm Heaven,Action,Nintendo,83,0.45,2044.403,Nintendo DS,2008
Tomb Raider: Underworld,Action,Eidos,75,0.44,1470.823,PlayStation 3,2008
Advance Wars: Days of Ruin,Strategy,Nintendo,86,0.43,1470.823,Nintendo DS,2008
LEGO Batman: The Videogame,Action,,75,0.43,1470.823,PlayStation 3,2008
Far Cry 2,Action,Ubisoft,85,0.43,1634.703,PlayStation 3,2008
Harvest Moon: Island of Happiness,"Simulation,Strategy",,65,0.42,2044.403,Nintendo DS,2008
Brothers in Arms: Hell's Highway,Action,Ubisoft,76,0.42,1634.703,PlayStation 3,2008
Sonic Unleashed,"Action,Adventure",Sega,54,0.42,1470.823,PlayStation 3,2008
Pinball Hall of Fame: The Williams Collection,Simulation,,82,0.41,1470.823,Nintendo Wii,2008
Sonic Unleashed,"Action,Adventure",Sega,60,0.41,1470.823,X360,2008
Samba de Amigo,Action,Sega,68,0.4,1061.123,Nintendo Wii,2008
?kami,Action,Capcom,90,0.39,1470.823,Nintendo Wii,2008
LEGO Indiana Jones: The Original Adventures,Action,,77,0.38,1470.823,PlayStation 3,2008
MotorStorm: Pacific Rift,"Action,Racing / Driving,Sports",Sony,82,0.37,2454.103,PlayStation 3,2008
Tiger Woods PGA Tour 09,Sports,EA,84,0.37,1634.703,X360,2008
SimCity Creator,Simulation,EA,67,0.37,2044.403,Nintendo Wii,2008
Tiger Woods PGA Tour 09,Sports,EA,82,0.36,1634.703,PlayStation 3,2008
Sid Meier's Civilization: Revolution,"Simulation,Strategy",2K,80,0.36,1470.823,Nintendo DS,2008
